Sample_ID,Valid_Length,RMSD_Angstroms,Full_dRMSD,Helix_dRMSD,Sheet_dRMSD,GDT_TS,TM_Score,Q3_Accuracy,Top-L/2_Prec
4086,73,5.3653,2.8494,0.6700,nan,0.3459,0.3398,0.6164,0.1667
4087,83,15.1849,5.4381,0.2887,0.2144,0.1988,0.2169,0.7470,0.0488
4088,63,2.3165,0.3847,0.3789,nan,0.6786,0.6674,0.9841,0.0000
4089,83,13.2020,5.2551,0.2878,0.2138,0.1596,0.1986,0.6988,0.0000
4090,83,13.1130,6.5141,0.0704,0.3612,0.0602,0.1132,0.6867,0.1220
4091,65,7.1441,3.7795,0.6019,nan,0.2346,0.2364,0.7077,0.0312
4092,83,12.8649,8.4173,0.7545,nan,0.1175,0.1588,0.5783,0.1220
4093,83,12.8976,6.2758,0.2115,0.1452,0.0753,0.1285,0.5422,0.0000
4094,79,7.2049,4.2259,0.2339,nan,0.2563,0.2759,0.5696,0.0769
4095,18,1.4220,0.6226,nan,nan,0.7778,0.1413,0.0000,nan
4096,82,10.7644,5.9725,0.1155,0.2016,0.1372,0.1657,0.6220,0.0000
4097,78,31.0254,25.1583,nan,0.3167,0.0032,0.0237,0.6282,0.0000
4098,74,12.1496,7.9306,0.8890,0.4069,0.1554,0.1756,0.3784,0.1081
4099,59,8.0311,3.9157,nan,0.4741,0.2415,0.1995,0.2203,0.0000
4100,84,13.8091,8.1277,0.7009,0.6362,0.1310,0.1547,0.5238,0.2381
4101,79,22.5405,13.6322,0.3406,nan,0.0000,0.0409,0.8608,0.1282
4102,39,21.3683,17.0205,0.2658,nan,0.0000,0.0086,0.4103,0.1053
4103,84,12.1271,8.1389,0.1618,nan,0.0774,0.1262,0.6429,0.0238
4104,84,8.7751,3.8853,0.3893,0.1720,0.2619,0.2999,0.7262,0.0952
4105,84,20.8012,16.6589,0.1067,0.2366,0.0417,0.0770,0.5833,0.1905
4106,84,10.2931,6.3480,0.3731,0.9011,0.1458,0.1949,0.6190,0.0000
4107,84,13.3138,9.5342,0.5354,nan,0.0565,0.1046,0.4167,0.0238
4108,78,17.9389,11.3650,0.1604,0.2071,0.0385,0.0826,0.5000,0.0000
4109,84,3.4526,1.0087,0.2511,nan,0.5476,0.6112,0.8452,0.5000
4110,69,7.8536,3.6877,0.3125,nan,0.3043,0.3005,0.5797,0.0000
4111,69,9.5727,4.0089,nan,0.1865,0.1558,0.1576,0.2174,0.1471
4112,49,10.4612,3.5735,1.1072,nan,0.1888,0.1328,0.5102,0.0833
4113,84,14.5964,6.5499,0.1810,nan,0.0923,0.1280,0.4524,0.0000
4114,84,12.2742,2.8453,0.2372,nan,0.1399,0.1648,0.8095,0.2143
4115,84,11.8275,7.2064,0.1994,0.2852,0.1518,0.1961,0.7143,0.1190
4116,27,3.7675,1.7448,nan,nan,0.5093,0.1556,0.0000,0.0000
4117,17,3.2637,1.1266,nan,nan,0.6029,0.1032,0.0588,nan
4118,84,13.9765,6.1154,0.1276,0.1818,0.0893,0.1331,0.7024,0.0714
4119,84,3.5321,1.9392,0.2408,0.1462,0.4643,0.5241,0.8095,0.1905
4120,84,18.0256,10.2665,0.3440,nan,0.0060,0.0487,0.6071,0.0000
4121,36,24.1625,14.2425,nan,nan,0.0208,0.0208,0.0000,0.0000
4122,84,11.3185,5.2166,0.3155,0.1769,0.0982,0.1479,0.7024,0.0000
4123,84,18.9120,9.9154,0.1546,0.1656,0.0565,0.0902,0.3333,0.0000
4124,69,7.4382,4.3644,nan,0.3389,0.3116,0.2940,0.4638,0.0000
4125,84,8.0706,3.6745,0.5325,nan,0.2827,0.3109,0.5714,0.0476
4126,84,12.3179,4.3914,0.1824,0.2936,0.0863,0.1232,0.6667,0.0238
4127,84,15.7482,7.7994,0.6504,0.1858,0.0387,0.0790,0.4524,0.0000
4128,84,14.7867,6.0822,0.4567,0.2559,0.0238,0.0825,0.7976,0.0238
4129,80,13.1209,5.2712,0.2816,0.2115,0.0969,0.1365,0.6500,0.0250
4130,84,18.7586,10.1900,nan,0.2691,0.0298,0.0777,0.5238,0.0714
4131,84,12.0431,5.1782,0.2832,0.4752,0.1637,0.1937,0.6786,0.1429
4132,56,7.3086,3.8206,0.1711,0.2538,0.2232,0.1665,0.0714,0.0000
4133,67,8.3594,4.6937,0.3283,0.2840,0.2201,0.2361,0.4478,0.1818
4134,84,11.0110,6.0652,0.1515,nan,0.1458,0.2009,0.3452,0.0476
4135,84,24.7308,13.2825,0.2918,nan,0.0268,0.0559,0.5238,0.0238
4136,84,12.5407,5.4846,0.3218,nan,0.0625,0.1092,0.4167,0.0000
4137,84,8.5334,3.9357,0.2387,nan,0.1845,0.2224,0.5476,0.3810
4138,84,14.3236,9.7181,0.2399,nan,0.0833,0.1211,0.7500,0.0000
4139,84,18.2535,8.2293,0.2047,0.3212,0.1161,0.1394,0.6786,0.4762
4140,84,13.1536,6.5343,0.3280,nan,0.0417,0.0974,0.5238,0.0000
4141,74,9.9786,3.6147,0.1909,0.5376,0.3750,0.3727,0.7027,0.0000
4142,61,8.0716,4.4501,0.5198,0.2268,0.2664,0.2410,0.5246,0.1000
4143,58,8.9788,5.1734,nan,0.3213,0.1897,0.1782,0.3448,0.0000
4144,66,14.3512,6.7565,0.2770,0.1663,0.0833,0.0952,0.5606,0.0000
4145,48,27.9214,26.4158,0.7430,nan,0.0000,0.0063,0.2292,0.1250
4146,84,13.4045,6.2064,3.4083,0.3120,0.0982,0.1334,0.6667,0.2143
4147,79,2.0994,0.4707,0.4329,nan,0.7057,0.7549,0.9620,0.0000
4148,62,2.6143,0.6033,0.6021,nan,0.6048,0.5911,0.7419,0.0000
4149,84,11.2797,4.8205,0.2843,0.3407,0.0952,0.1491,0.5000,0.0238
4150,84,8.1832,3.6725,0.1615,0.0894,0.2321,0.2565,0.5952,0.2143
4151,84,23.4917,17.8792,0.2571,0.1950,0.0030,0.0286,0.5952,0.0000
4152,84,7.5518,3.4706,nan,0.3081,0.2351,0.2559,0.7024,0.2857
4153,84,15.9886,7.9340,0.3007,nan,0.0238,0.0718,0.3095,0.0000
4154,75,22.1249,15.5109,1.0167,0.2364,0.0367,0.0581,0.4933,0.0000
4155,84,11.5116,4.6978,0.1803,0.3393,0.0893,0.1447,0.6071,0.0000
4156,64,5.7451,3.0412,0.5305,nan,0.3633,0.3435,0.5312,0.1562
4157,70,4.9691,2.1670,0.2215,nan,0.3714,0.3763,0.8429,0.0857
4158,84,12.0061,3.7631,0.2531,nan,0.1429,0.1859,0.6905,0.0000
4159,84,17.7648,8.7761,0.1711,nan,0.0298,0.0767,0.2500,0.2143
4160,84,17.2907,9.7766,nan,0.2055,0.0119,0.0584,0.6071,0.1190
4161,84,17.9215,10.9325,0.2945,0.3536,0.0357,0.0771,0.5952,0.1905
4162,84,6.7690,4.3227,0.3426,nan,0.3065,0.3413,0.5714,0.3810
4163,84,4.2836,1.8010,0.2017,nan,0.4732,0.5286,0.6905,0.1667
4164,84,6.6251,3.6880,nan,0.3352,0.2649,0.2822,0.6667,0.1905
4165,84,16.3776,9.5475,0.3019,nan,0.0179,0.0604,0.5357,0.0000
4166,84,7.9808,3.7728,0.1863,nan,0.1875,0.2036,0.6667,0.1905
4167,82,13.0331,5.2211,0.2522,nan,0.0427,0.0934,0.5854,0.0000
4168,84,12.7455,8.1087,0.7964,0.5547,0.1310,0.1739,0.5714,0.1667
4169,84,17.8056,10.0043,nan,0.2507,0.0387,0.0853,0.5357,0.0000
4170,81,8.8835,4.1991,0.1934,0.2053,0.1667,0.1816,0.6667,0.0500
4171,84,19.1842,10.1306,0.5012,nan,0.0476,0.0832,0.3810,0.0000
4172,82,10.4646,5.7773,nan,nan,0.1463,0.1809,0.4390,0.0000
4173,84,6.6915,3.5681,0.2820,nan,0.2619,0.3109,0.8452,0.0952
4174,84,12.9715,4.7403,0.2692,nan,0.0357,0.0861,0.5000,0.2143
4175,84,12.7599,8.4587,nan,0.2311,0.0893,0.1248,0.6071,0.0476
4176,84,10.8523,4.7536,0.2520,0.1977,0.1935,0.2350,0.5595,0.1429
4177,84,7.5517,3.6971,0.3816,0.2899,0.2917,0.3226,0.8095,0.0476
4178,84,13.2087,6.5669,0.4652,nan,0.0655,0.1186,0.2857,0.0952
4179,68,10.2444,5.4081,0.1923,0.3786,0.1397,0.1628,0.3971,0.0294
4180,75,14.0970,9.1859,0.6739,0.2509,0.0267,0.0690,0.4933,0.0000
4181,72,16.4016,10.0810,nan,0.8079,0.0347,0.0661,0.4306,0.0000
4182,79,5.7531,2.5729,0.2356,0.2424,0.3987,0.4314,0.5949,0.1026
4183,80,10.0073,4.5896,0.1876,0.2881,0.2062,0.2279,0.7125,0.0000
4184,85,14.8791,8.8322,0.1317,0.3014,0.0735,0.1047,0.5647,0.0238
4185,85,14.2061,6.2383,0.3569,0.3212,0.0588,0.1033,0.6941,0.0238
4186,85,16.2871,8.3249,0.1323,0.2006,0.0471,0.0980,0.6118,0.0000
4187,85,8.9153,5.4069,0.1738,0.5657,0.1559,0.1940,0.6118,0.0238
4188,42,8.4355,3.8436,0.3175,nan,0.2143,0.1267,0.7857,0.0476
4189,76,10.0496,4.2580,0.5034,0.3279,0.1612,0.1901,0.4211,0.1579
4190,60,4.7921,1.4726,0.4500,nan,0.4083,0.3733,0.8167,0.0000
4191,81,6.0586,2.7083,0.2713,0.3013,0.2901,0.3220,0.6420,0.1250
4192,74,10.5351,5.5578,0.2720,nan,0.1926,0.2152,0.6757,0.1351
4193,80,15.6573,9.0339,0.2656,nan,0.0375,0.0741,0.5500,0.0000
4194,85,17.7016,9.1637,nan,0.2658,0.0647,0.1067,0.4118,0.0714
4195,85,12.6618,5.4435,nan,0.2514,0.1059,0.1531,0.6353,0.2857
4196,75,9.9583,4.6392,0.6810,nan,0.1233,0.1420,0.7867,0.0270
4197,49,6.1289,3.1590,nan,0.3071,0.2755,0.1886,0.2449,0.0000
4198,80,21.4082,11.6381,0.2347,0.8483,0.0000,0.0284,0.5375,0.0000
4199,85,13.8058,10.1334,0.5055,0.2987,0.1176,0.1470,0.4706,0.0476
4200,85,10.6406,3.2127,0.2051,nan,0.2294,0.2576,0.7412,0.1190
4201,85,17.0642,10.2278,nan,0.2998,0.0941,0.1259,0.6235,0.0238
4202,85,5.7784,3.2778,0.2094,0.1839,0.2912,0.3318,0.7765,0.0238
4203,85,20.1464,10.0979,nan,nan,0.0206,0.0568,0.3647,0.0000
4204,85,13.0760,4.5785,0.3391,0.1471,0.1324,0.1740,0.5647,0.1190
4205,61,5.9791,3.1204,0.7962,0.1864,0.2910,0.2600,0.0656,0.1000
4206,85,14.5388,6.9902,nan,nan,0.0529,0.0993,0.2588,0.0000
4207,78,1.7593,1.0530,0.5079,nan,0.8141,0.8319,0.8590,0.0000
4208,85,10.0222,3.8600,0.3610,nan,0.1529,0.1909,0.6471,0.0238
4209,59,3.0935,0.8915,0.2192,nan,0.5424,0.5053,0.6102,0.1724
4210,85,16.9817,5.5173,0.3721,nan,0.0235,0.0697,0.4000,0.0714
4211,85,14.6297,6.2401,nan,0.1188,0.0529,0.0992,0.4824,0.0000
4212,85,25.0225,18.1603,0.2062,0.3516,0.0000,0.0239,0.6941,0.0000
4213,85,16.3457,8.7957,1.9295,0.8987,0.0206,0.0764,0.4588,0.0000
4214,85,23.2688,17.1823,1.9128,0.2564,0.0118,0.0416,0.5412,0.0238
4215,85,11.6620,6.5717,nan,0.2283,0.1029,0.1566,0.7059,0.0952
4216,85,9.6184,5.4690,0.4251,nan,0.0941,0.1529,0.8353,0.0952
4217,85,9.4791,4.4218,0.1342,0.3786,0.2176,0.2518,0.6941,0.1429
4218,79,14.7425,8.0860,0.2527,0.2395,0.0475,0.0899,0.5190,0.0256
4219,32,10.2822,6.6418,nan,nan,0.0859,0.0268,0.0000,0.0000
4220,85,7.9166,3.7883,0.3907,0.1944,0.2794,0.3067,0.6588,0.4048
4221,85,14.0273,7.7316,0.3325,0.2010,0.0353,0.0950,0.5412,0.0000
4222,85,13.4285,6.8181,0.3294,0.3383,0.0588,0.1016,0.7176,0.0000
4223,85,13.1148,5.9900,0.2677,nan,0.1176,0.1420,0.4941,0.0000
4224,85,9.7669,4.0655,0.2825,0.2035,0.2500,0.3016,0.7176,0.4048
4225,85,15.2713,7.6903,0.1324,0.3042,0.0676,0.1064,0.6588,0.0000
4226,72,10.5852,4.2428,0.0320,0.2803,0.1632,0.1646,0.6111,0.0556
4227,85,9.7405,4.2040,0.2600,nan,0.1824,0.2209,0.6000,0.0000
4228,85,27.1855,20.0424,2.2375,0.3509,0.0088,0.0366,0.3765,0.0952
4229,77,15.5458,8.0442,0.2040,0.3288,0.0195,0.0671,0.4156,0.0000
4230,85,16.0511,6.9553,0.2067,0.6998,0.0824,0.1283,0.6118,0.0000
4231,85,13.9437,8.8525,0.1672,nan,0.1088,0.1445,0.3765,0.2381
4232,85,20.8367,13.3472,0.4421,1.5809,0.0471,0.0707,0.6706,0.0476
4233,85,7.0283,2.5971,0.1734,nan,0.2912,0.3333,0.7176,0.1190
4234,73,6.0274,2.2829,0.1685,0.3658,0.4178,0.4398,0.8767,0.1944
4235,85,11.9467,5.4458,0.2643,0.4029,0.0853,0.1268,0.7059,0.0952
4236,61,2.5734,0.5470,0.4257,nan,0.7090,0.7178,0.9508,0.0000
4237,85,20.5942,11.0308,0.1998,nan,0.0000,0.0382,0.1176,0.0000
4238,84,13.5238,6.7125,0.3263,0.2392,0.0625,0.1083,0.5357,0.0952
4239,79,5.9048,2.6064,0.1722,0.1181,0.3228,0.3233,0.7468,0.0256
4240,85,16.6973,8.9963,nan,nan,0.0353,0.0767,0.3882,0.0952
4241,85,15.3943,7.7419,0.2752,nan,0.0500,0.0880,0.6353,0.0238
4242,77,10.1144,3.6159,0.3959,0.2130,0.1429,0.1819,0.6104,0.1842
4243,85,25.0753,18.8833,0.3952,0.4910,0.0029,0.0349,0.4118,0.0000
4244,76,9.9964,4.8868,0.2059,0.2212,0.0954,0.1122,0.7105,0.0000
4245,85,5.1847,2.5312,0.2154,0.1780,0.4176,0.4692,0.7412,0.0714
4246,80,17.5970,10.1901,9.6623,nan,0.0156,0.0561,0.9750,0.0000
4247,85,23.7849,15.2208,0.6041,0.2099,0.0206,0.0551,0.5412,0.2143
4248,80,7.0865,4.7398,0.1555,0.2713,0.2969,0.3271,0.6375,0.0000
4249,75,9.1464,3.6557,0.7086,nan,0.1767,0.1891,0.3733,0.0811
4250,57,15.5969,9.8895,nan,0.2278,0.0219,0.0445,0.3333,0.3571
4251,76,14.2693,7.5807,0.1719,0.5115,0.0757,0.0957,0.7237,0.2105
4252,15,0.9853,0.5871,nan,nan,0.9000,0.0000,0.0000,nan
4253,85,10.3498,4.0136,0.3497,nan,0.1265,0.1659,0.7647,0.0000
4254,79,16.4590,13.8083,nan,nan,0.0633,0.0976,0.2532,0.0000
4255,85,9.9935,3.9575,0.2208,0.3053,0.1559,0.1974,0.5882,0.1667
4256,69,9.5266,3.1994,2.0593,nan,0.1630,0.1749,0.5507,0.0882
4257,85,7.7772,3.6680,0.7433,0.2952,0.1853,0.2334,0.6235,0.0000
4258,85,16.7334,7.9664,0.2550,0.2622,0.0529,0.0926,0.5059,0.3571
4259,85,4.0537,2.3438,0.2753,nan,0.4441,0.4875,0.6235,0.1190
4260,85,7.9567,4.1703,0.3064,nan,0.3676,0.4020,0.6471,0.2143
4261,25,4.0629,1.0142,0.2829,nan,0.4400,0.0987,0.4400,0.0000
4262,85,10.8587,5.3769,0.9479,nan,0.1618,0.2004,0.5529,0.0714
4263,85,9.3547,3.7126,0.8639,0.2916,0.1382,0.1810,0.6235,0.5000
4264,83,7.1293,4.1006,0.2266,nan,0.2108,0.2532,0.8193,0.1220
4265,85,6.1905,3.4243,0.2367,0.1274,0.3324,0.3954,0.6353,0.0714
4266,85,7.6602,4.9633,0.2270,nan,0.2088,0.2180,0.6941,0.0000
4267,85,13.8164,7.7434,nan,0.1808,0.0294,0.0839,0.4824,0.0476
4268,76,10.7150,5.8182,0.6941,nan,0.1217,0.1463,0.6579,0.1053
4269,84,20.6078,15.8082,0.1772,nan,0.0000,0.0434,0.5476,0.0952
4270,85,18.4663,10.2693,0.6054,0.3408,0.0412,0.0832,0.6824,0.0000
4271,85,9.0206,3.4232,0.2160,0.1489,0.2441,0.2945,0.7412,0.0000
4272,85,15.0068,10.4014,0.2299,0.3259,0.0735,0.1122,0.5765,0.0000
4273,85,7.0911,3.1501,0.4256,nan,0.2765,0.3130,0.6941,0.0714
4274,85,10.0941,2.6479,0.2090,nan,0.1618,0.2059,0.7882,0.0000
4275,80,15.1221,11.3832,nan,0.1873,0.0312,0.0833,0.6875,0.0250
4276,74,5.4091,3.4546,0.3118,nan,0.3209,0.3157,0.5676,0.0541
4277,65,8.6729,3.5253,0.1532,0.3794,0.2385,0.2133,0.6000,0.0625
4278,35,11.0959,5.5663,nan,nan,0.1357,0.0425,0.0000,0.0000
4279,77,22.8410,19.7521,0.7430,0.2082,0.0097,0.0364,0.3636,0.0000
4280,86,9.7327,4.7044,0.2536,0.1903,0.1308,0.1796,0.6977,0.0233
4281,86,8.9287,5.0497,0.2917,nan,0.1686,0.2094,0.8488,0.1628
4282,86,15.1908,10.1673,nan,0.3532,0.0523,0.0916,0.6163,0.1860
4283,85,15.3663,9.0440,0.0955,0.5224,0.0353,0.0834,0.5529,0.4048
4284,81,18.5794,10.3685,0.3647,nan,0.0123,0.0609,0.8395,0.1000
4285,86,3.0625,0.7555,0.6510,nan,0.5756,0.6332,0.9070,0.0000
4286,52,7.9436,4.0256,nan,0.1806,0.2308,0.1914,0.0385,0.0385
4287,79,9.2175,4.4183,0.3191,0.6220,0.2373,0.2362,0.5696,0.2564
4288,83,7.4698,3.9474,0.2522,0.3162,0.2289,0.2634,0.7349,0.1463
4289,82,16.4922,10.7341,1.1801,nan,0.0091,0.0598,0.8171,0.0000
4290,86,14.2893,6.1198,0.4292,nan,0.0465,0.1012,0.6628,0.0000
4291,59,5.6368,2.2122,0.3010,nan,0.3898,0.3562,0.5085,0.1724
4292,73,22.9621,15.5507,nan,0.6834,0.0205,0.0460,0.5342,0.3333
4293,86,15.6031,9.4248,0.5259,0.1808,0.1105,0.1451,0.5814,0.2093
4294,86,25.0526,17.7027,nan,0.4134,0.0000,0.0310,0.5349,0.0000
4295,71,10.0614,4.5638,1.2697,nan,0.1373,0.1515,0.7042,0.0000
4296,53,6.1354,2.6393,0.4246,nan,0.3160,0.2276,0.6038,0.0385
4297,86,25.9471,19.3088,nan,0.2510,0.0174,0.0447,0.4419,0.1163
4298,86,14.2070,7.5432,0.1231,0.1988,0.0145,0.0688,0.5930,0.0000
4299,86,38.0412,29.2745,0.5744,nan,0.0000,0.0117,0.5233,0.0000
4300,70,11.7312,5.6202,0.1885,0.5081,0.1000,0.1272,0.6000,0.0000
4301,78,1.6055,0.9777,0.5911,nan,0.7756,0.8223,0.8974,0.0256
4302,83,8.8614,3.7020,0.1606,nan,0.2440,0.2704,0.5904,0.0976
4303,86,25.6393,17.1156,0.7269,0.2506,0.0262,0.0599,0.6977,0.0233
4304,86,15.1913,7.7690,0.1961,0.1709,0.0378,0.0840,0.7093,0.0233
4305,81,10.9589,4.6204,0.2365,0.3333,0.0957,0.1425,0.7037,0.0000
4306,86,13.1101,9.2574,0.3068,0.1980,0.0581,0.1127,0.8372,0.0930
4307,67,15.5044,5.6457,1.0026,0.6836,0.0970,0.1096,0.4328,0.0000
4308,73,8.9494,3.6313,0.2283,nan,0.1952,0.1988,0.8219,0.2222
4309,86,17.8804,8.6686,0.2856,0.2108,0.0174,0.0623,0.6977,0.0000
4310,80,16.8168,10.6482,0.4126,0.2609,0.0406,0.0697,0.6250,0.0000
4311,86,17.4487,7.5628,0.2679,0.3172,0.0233,0.0639,0.5000,0.0000
4312,86,13.7824,5.2804,0.1378,0.4220,0.0988,0.1442,0.6047,0.0233
4313,77,8.7466,4.2349,0.2411,0.4708,0.1201,0.1575,0.7273,0.0000
4314,86,16.3712,9.2329,0.2645,nan,0.0349,0.0756,0.5814,0.0930
4315,76,12.1040,4.8185,0.5012,0.3703,0.0724,0.1113,0.5658,0.0789
4316,86,7.1470,3.3798,0.4955,0.1306,0.3343,0.3793,0.6860,0.0000
4317,81,9.1834,5.6791,0.3108,0.1567,0.1296,0.1864,0.4568,0.6750
4318,86,13.1663,7.1354,0.2103,0.1851,0.0727,0.1259,0.4535,0.0233
4319,67,7.2937,3.0878,0.4900,0.3932,0.2799,0.2680,0.3284,0.0303
4320,43,7.1303,3.4006,nan,0.1527,0.2267,0.1221,0.2558,0.0000
4321,86,17.2235,10.4519,0.2666,nan,0.0378,0.0787,0.5116,0.2093
4322,86,12.0915,6.1029,0.2998,nan,0.1686,0.1981,0.7791,0.0465
4323,86,6.6933,3.4526,0.1209,0.2333,0.2645,0.3012,0.7093,0.1395
4324,86,14.6589,6.9298,0.2224,0.1307,0.0843,0.1278,0.4767,0.0465
4325,86,15.0215,5.5444,0.2644,nan,0.0698,0.1072,0.3488,0.1860
4326,86,6.7473,4.1928,nan,nan,0.3052,0.3548,0.0000,0.0000
4327,86,6.2786,2.7192,0.2543,nan,0.2907,0.3323,0.6977,0.1163
4328,78,4.9370,2.4434,0.5832,nan,0.4263,0.4451,0.8462,0.0000
4329,49,8.6297,5.8270,0.9889,nan,0.1276,0.0903,0.3265,0.0000
4330,63,14.6678,7.6699,0.1953,nan,0.0119,0.0489,0.4603,0.0323
4331,84,8.3982,3.7818,0.1134,0.2081,0.2113,0.2401,0.7024,0.3333
4332,85,13.4382,7.3173,0.2508,nan,0.1176,0.1647,0.6706,0.0714
4333,47,25.8903,14.1045,0.3139,nan,0.0053,0.0113,0.2766,0.0000
4334,49,7.5594,3.3523,nan,nan,0.2551,0.1691,0.3265,0.0000
4335,86,21.2920,11.1727,nan,nan,0.0058,0.0521,0.2907,0.0233
4336,86,18.5684,12.8880,0.6762,0.2279,0.0116,0.0485,0.5349,0.0000
4337,86,14.4854,8.0937,0.2229,0.7536,0.2209,0.2659,0.6744,0.0000
4338,86,9.9068,5.2443,0.3463,0.2167,0.0872,0.1402,0.6163,0.0000
4339,59,9.8246,4.7323,0.4987,0.4885,0.1059,0.1072,0.1186,0.0000
4340,86,13.2858,6.1206,0.3108,nan,0.1250,0.1598,0.3837,0.0233
4341,79,5.0768,2.9329,0.2799,nan,0.4114,0.4389,0.6203,0.4615
4342,86,11.3632,4.5652,0.1969,0.1571,0.1279,0.1816,0.4651,0.0465
4343,79,11.6520,5.3099,0.4267,0.2329,0.1297,0.1738,0.5063,0.0256
4344,86,16.9707,9.5604,0.3431,nan,0.0145,0.0572,0.3953,0.0000
4345,86,16.7246,9.0016,0.2114,0.2330,0.0058,0.0606,0.7209,0.0465
4346,86,8.1293,3.2391,0.1385,0.1491,0.2936,0.3307,0.6512,0.0233
4347,86,12.1290,5.2497,0.2934,nan,0.2006,0.2523,0.5930,0.0000
4348,86,12.9682,4.6184,0.2383,nan,0.1628,0.1989,0.3953,0.0465
4349,86,16.0959,5.7752,0.1951,0.3366,0.0552,0.0972,0.6977,0.0930
4350,86,8.1155,4.2813,0.2055,0.1181,0.3517,0.3658,0.7442,0.4651
4351,86,15.4512,8.1802,1.1233,nan,0.0407,0.0899,0.6977,0.0000
4352,86,9.1766,5.1687,0.1535,0.2530,0.1221,0.1494,0.6628,0.0000
4353,74,9.7608,3.0750,0.7374,nan,0.1318,0.1713,0.4865,0.1622
4354,86,14.5179,7.0052,0.1314,nan,0.0756,0.1195,0.5814,0.0000
4355,63,10.3289,5.2036,0.9729,nan,0.2381,0.2186,0.4921,0.1290
4356,86,14.6813,8.9015,0.3272,nan,0.0901,0.1281,0.5116,0.2093
4357,86,12.4368,4.6680,0.1414,0.4089,0.2093,0.2604,0.5930,0.1860
4358,71,12.9035,8.3835,nan,0.2910,0.0423,0.0875,0.5915,0.0000
4359,64,9.8329,4.8263,nan,0.2461,0.1758,0.1680,0.1094,0.0938
4360,87,15.3260,6.3141,0.1871,0.2054,0.0776,0.1189,0.6092,0.0000
4361,87,8.4215,5.1692,0.3080,0.3068,0.2414,0.2854,0.6437,0.1860
4362,87,20.5249,13.9075,0.2082,nan,0.0057,0.0467,0.3103,0.0465
4363,87,14.4504,5.0172,0.2286,0.3285,0.0489,0.0943,0.6322,0.0000
4364,76,8.9584,5.0660,0.3273,1.0085,0.1875,0.2019,0.1711,0.1579
4365,87,7.4162,3.5279,0.2143,nan,0.2557,0.2986,0.5977,0.0465
4366,62,10.9443,3.7926,0.2692,0.4799,0.2016,0.1728,0.1452,0.4516
4367,72,14.3083,5.6484,0.1719,0.2039,0.0382,0.0741,0.7500,0.0278
4368,87,15.0444,9.6462,0.3012,nan,0.0259,0.0701,0.6667,0.0698
4369,53,7.8028,3.3757,nan,0.2433,0.1981,0.1436,0.1321,0.0000
4370,87,11.5611,6.2709,0.3516,0.3564,0.0287,0.0996,0.5747,0.0000
4371,87,8.9806,4.6355,0.2643,nan,0.1724,0.2069,0.4138,0.0233
4372,87,15.6737,7.0721,0.1460,0.3035,0.1092,0.1513,0.6437,0.0000
4373,83,8.3478,4.7012,0.2039,0.2976,0.2349,0.2713,0.7349,0.1220
4374,86,13.5270,4.7157,0.1011,0.2596,0.0436,0.1038,0.7442,0.0000
4375,58,13.2401,5.7183,1.3117,0.1379,0.0733,0.0781,0.3103,0.0000
4376,87,14.8914,10.0247,nan,0.2222,0.0431,0.0918,0.6782,0.1395
4377,87,6.1225,3.8904,0.5723,nan,0.2787,0.3279,0.6322,0.0233
4378,87,15.1923,8.7908,0.1738,0.0943,0.0805,0.1186,0.6667,0.0930
4379,87,11.2876,4.6976,0.1513,0.2505,0.1034,0.1621,0.6437,0.1628
4380,81,15.9413,11.6276,0.1734,0.4696,0.0309,0.0741,0.6296,0.2250
4381,77,6.5213,2.8894,0.1830,0.1970,0.3084,0.3293,0.8442,0.0000
4382,87,13.2830,4.1389,0.2645,0.3005,0.0632,0.1195,0.6782,0.3256
4383,87,16.1880,11.0518,0.1796,0.1643,0.0632,0.1023,0.6207,0.4884
4384,63,9.6838,5.7020,1.0851,0.4012,0.1310,0.1368,0.3175,0.0000
4385,87,12.2622,4.0440,0.2429,0.2160,0.1149,0.1614,0.7011,0.0000
4386,87,12.4707,4.4706,0.2632,0.2245,0.1006,0.1449,0.7931,0.0000
4387,83,13.5397,6.7513,0.2779,0.2799,0.1717,0.2218,0.7590,0.0000
4388,74,12.3891,8.7668,0.6745,0.6602,0.1318,0.1439,0.4595,0.0270
4389,87,23.0162,13.3303,0.2667,0.1320,0.0316,0.0765,0.6322,0.0698
4390,87,14.9081,7.1037,2.0335,nan,0.0632,0.1052,0.7701,0.0000
4391,87,13.3542,7.2707,3.6279,nan,0.0661,0.1221,0.3333,0.0000
4392,82,10.6286,6.2178,0.4309,nan,0.0732,0.1289,0.7195,0.0488
4393,87,12.2862,5.0139,0.1990,nan,0.1322,0.1819,0.5172,0.0000
4394,87,14.7518,7.5751,0.2835,nan,0.0259,0.0861,0.7011,0.0000
4395,72,4.3226,1.5089,0.4682,nan,0.5382,0.5558,0.6806,0.0000
4396,87,10.6599,5.5317,0.3086,nan,0.1236,0.1609,0.7356,0.0000
4397,87,6.9269,2.9055,0.3898,0.2719,0.2759,0.3303,0.5747,0.0698
4398,87,13.8165,5.8349,0.1502,0.1268,0.1437,0.1882,0.6667,0.0233
4399,87,14.9547,7.9533,0.4088,nan,0.0287,0.0814,0.5632,0.0233
4400,81,13.5267,6.7061,0.1875,0.2298,0.0463,0.0883,0.5926,0.0000
4401,87,19.8712,12.1125,nan,0.2235,0.0144,0.0522,0.5517,0.0000
4402,72,5.6294,2.2502,0.4915,nan,0.3160,0.3220,0.8194,0.0556
