Sample_ID,Valid_Length,RMSD_Angstroms,Full_dRMSD,Helix_dRMSD,Sheet_dRMSD,GDT_TS,TM_Score,Q3_Accuracy,Top-L/2_Prec
4403,87,12.8253,6.1673,nan,0.1786,0.1149,0.1535,0.6667,0.0930
4404,87,19.7244,13.0530,nan,0.3890,0.0144,0.0555,0.6207,0.1860
4405,85,12.2863,4.8105,0.3580,0.2982,0.0853,0.1394,0.7647,0.0000
4406,79,22.6852,16.9633,0.7521,0.4993,0.0127,0.0447,0.5443,0.0000
4407,87,9.4535,3.8902,nan,0.2066,0.1638,0.2050,0.6782,0.1395
4408,18,0.7892,0.5781,nan,nan,0.9722,0.3466,0.0000,nan
4409,87,14.6095,5.3513,0.4386,0.2623,0.1121,0.1610,0.7356,0.0465
4410,67,30.2353,26.6234,nan,0.4279,0.0000,0.0108,0.2388,0.0000
4411,87,16.8783,11.4563,0.4764,nan,0.0661,0.0926,0.4483,0.1628
4412,64,1.5140,0.4805,0.5241,nan,0.8086,0.8109,0.8594,0.0000
4413,87,14.1218,6.3116,0.1160,0.2765,0.1034,0.1443,0.6207,0.0930
4414,51,19.7614,14.9587,nan,0.3895,0.0588,0.0577,0.2353,0.0000
4415,87,14.0029,7.6918,nan,0.3645,0.0862,0.1392,0.5747,0.1628
4416,78,11.6315,5.9481,0.6504,nan,0.0962,0.1396,0.6154,0.0000
4417,77,17.9114,10.9688,0.2827,0.1280,0.0292,0.0572,0.7922,0.0526
4418,56,9.0876,4.3978,nan,0.2674,0.1429,0.1133,0.1429,0.0000
4419,74,7.8984,3.7119,0.2424,0.1709,0.2331,0.2365,0.6892,0.3514
4420,87,19.2705,9.2278,0.2076,0.2983,0.0402,0.0769,0.6322,0.1163
4421,63,15.9415,8.3776,nan,0.4423,0.0516,0.0688,0.3810,0.0968
4422,87,16.7323,6.2603,0.2464,nan,0.0144,0.0654,0.3448,0.0930
4423,87,30.6988,29.6291,1.0582,nan,0.0029,0.0252,0.4368,0.0000
4424,87,14.7898,8.7076,nan,nan,0.1092,0.1484,0.4253,0.0000
4425,87,15.4262,7.8330,0.2648,0.1537,0.1006,0.1362,0.5402,0.0000
4426,77,7.6344,3.2978,0.7784,nan,0.2500,0.2720,0.5455,0.1316
4427,87,15.7804,9.7381,nan,0.3903,0.0201,0.0748,0.6782,0.0930
4428,83,12.7022,4.7168,nan,0.4396,0.0904,0.1365,0.7349,0.0000
4429,65,12.3216,6.2218,0.3800,0.4598,0.0731,0.0859,0.2462,0.0000
4430,87,11.6770,4.9415,0.1246,0.1711,0.1293,0.1642,0.6092,0.0000
4431,78,8.9997,4.2355,0.3148,0.3256,0.1987,0.2156,0.3077,0.0000
4432,15,43.8904,45.0231,nan,nan,0.0000,0.0000,1.0000,nan
4433,58,14.9346,5.1614,0.4693,0.2124,0.0862,0.0869,0.4310,0.0000
4434,67,3.1802,1.8768,0.8395,nan,0.5448,0.5505,0.2836,0.3636
4435,87,11.9219,4.2026,0.2105,0.3053,0.0805,0.1220,0.6552,0.0233
4436,87,8.1616,3.4727,0.1986,0.1885,0.2960,0.3358,0.5977,0.0698
4437,87,15.4322,7.2847,nan,0.2897,0.0546,0.1070,0.7586,0.0000
4438,66,10.7177,8.3316,2.5851,0.2938,0.0795,0.1047,0.5152,0.0000
4439,74,11.9362,6.5210,0.1656,0.2017,0.1520,0.1682,0.6892,0.0811
4440,70,19.4254,14.8951,0.3498,0.7040,0.0036,0.0351,0.3286,0.0000
4441,76,10.9776,4.1269,0.3970,0.4993,0.1875,0.2127,0.5132,0.0526
4442,54,23.1266,11.9477,5.3129,nan,0.0000,0.0211,0.3704,0.0000
4443,87,14.8058,8.8116,nan,0.2585,0.0489,0.1101,0.6552,0.0233
4444,87,40.1955,33.3874,0.3673,0.4889,0.0057,0.0235,0.6437,0.0000
4445,82,21.6429,11.0574,0.7373,1.4687,0.0274,0.0590,0.5366,0.0244
4446,87,18.0031,9.8710,0.5308,nan,0.0747,0.1119,0.4943,0.1395
4447,87,9.7069,6.7858,0.4109,nan,0.1609,0.1739,0.6322,0.0465
4448,87,17.1574,8.0196,nan,0.2621,0.0374,0.0803,0.4023,0.1628
4449,77,8.9815,4.2250,0.1710,0.1778,0.1818,0.2062,0.6364,0.0000
4450,87,9.5685,3.4337,nan,0.2182,0.1351,0.1784,0.6897,0.2093
4451,68,25.6798,15.4643,0.7249,nan,0.0110,0.0300,0.7794,0.0000
4452,87,23.6614,14.2170,nan,0.3336,0.0057,0.0332,0.7471,0.0000
4453,83,9.5476,4.1341,nan,0.2123,0.2048,0.2380,0.5181,0.1220
4454,69,11.2765,6.4668,0.4120,0.6872,0.0833,0.1056,0.2319,0.2353
4455,78,18.2072,10.5713,2.2229,0.4736,0.0256,0.0572,0.4487,0.0256
4456,72,10.9517,6.7297,0.6112,nan,0.2049,0.2291,0.7500,0.0000
4457,79,19.5985,9.3374,nan,0.2624,0.0127,0.0522,0.4557,0.2308
4458,88,21.6688,12.5830,0.7667,2.3947,0.0057,0.0367,0.4773,0.0000
4459,88,11.2230,4.4136,0.2257,0.3051,0.1080,0.1732,0.6364,0.0455
4460,88,8.3359,3.9951,0.2157,0.1525,0.1903,0.2500,0.6364,0.0909
4461,77,3.7637,1.8472,0.2266,nan,0.4968,0.5493,0.6753,0.3947
4462,71,22.3094,16.1724,1.1051,nan,0.0387,0.0630,0.5775,0.0000
4463,88,11.8596,5.5265,0.3295,nan,0.0795,0.1267,0.8068,0.0000
4464,77,12.3134,5.5817,0.1401,0.2529,0.1364,0.1630,0.6494,0.0000
4465,88,17.5323,7.2733,0.4938,nan,0.0170,0.0571,0.4205,0.0227
4466,74,6.0098,2.6155,0.3251,nan,0.2568,0.2316,0.7568,0.0000
4467,50,9.5599,5.3008,1.5715,nan,0.1400,0.0934,0.1200,0.0000
4468,63,8.0242,4.9459,0.3592,nan,0.2103,0.1983,0.7460,0.0000
4469,75,10.4669,4.3137,0.1840,0.1457,0.1133,0.1498,0.4533,0.3243
4470,69,10.7976,5.9787,0.4051,nan,0.0652,0.1011,0.4783,0.0882
4471,88,11.4089,4.7142,0.3165,nan,0.1562,0.2110,0.6364,0.0909
4472,82,12.9729,5.7840,0.1483,nan,0.0274,0.0836,0.5854,0.0000
4473,88,17.2370,10.5375,0.3061,0.1621,0.0398,0.0854,0.5114,0.1136
4474,80,20.2807,12.4242,0.1621,0.5114,0.0250,0.0629,0.4125,0.0000
4475,88,13.3219,6.5593,0.2284,nan,0.0881,0.1294,0.5795,0.0000
4476,88,34.7462,26.1747,0.3702,nan,0.0199,0.0356,0.8068,0.0227
4477,88,17.0107,8.0067,nan,0.2143,0.0227,0.0630,0.5114,0.0000
4478,88,8.1726,3.0709,0.1997,0.1980,0.1705,0.2115,0.7045,0.0227
4479,88,6.3156,3.3828,0.2564,nan,0.3153,0.3633,0.6591,0.3409
4480,84,14.8072,7.7961,0.2620,0.2715,0.0744,0.1099,0.7857,0.0238
4481,73,12.4160,8.2993,0.2475,nan,0.0377,0.0883,0.7671,0.0833
4482,80,9.1786,4.2244,0.2839,nan,0.1406,0.1653,0.6125,0.0750
4483,88,17.3075,9.8021,nan,0.2605,0.0256,0.0607,0.5000,0.0000
4484,88,13.5904,5.7867,0.1959,0.3261,0.1278,0.1769,0.5909,0.0000
4485,88,11.9982,4.8691,0.4985,0.2416,0.1761,0.2260,0.5341,0.0000
4486,88,15.9379,4.7050,0.2479,nan,0.0597,0.1146,0.5795,0.1136
4487,88,13.3090,5.9922,nan,0.4525,0.1108,0.1461,0.6705,0.0455
4488,88,6.0219,1.5016,0.5384,nan,0.3153,0.3667,0.8409,0.0000
4489,88,16.0744,11.7192,0.2090,0.3139,0.0881,0.1401,0.6136,0.0227
4490,88,17.9322,10.8321,0.2486,0.2100,0.0369,0.0825,0.6136,0.0000
4491,73,12.8622,7.1517,0.7231,1.2594,0.0685,0.0922,0.3425,0.2222
4492,88,11.0992,4.9944,0.1830,0.1216,0.0938,0.1527,0.5000,0.1591
4493,88,24.1045,9.6856,0.4817,nan,0.0199,0.0554,0.3295,0.0000
4494,88,9.9481,4.3337,0.5243,0.2251,0.1506,0.2010,0.6705,0.0682
4495,88,8.7954,4.7721,0.1873,0.2251,0.1449,0.1894,0.7386,0.0000
4496,88,8.2569,3.4583,0.2421,nan,0.2869,0.3260,0.5455,0.1591
4497,76,14.3554,6.1861,nan,nan,0.0658,0.0906,0.0000,0.0263
4498,88,6.9845,3.2623,nan,nan,0.2415,0.2737,0.1705,0.0682
4499,88,14.2634,7.0279,0.7636,0.1690,0.0625,0.1160,0.6932,0.0000
4500,88,10.3245,4.9276,0.2317,0.3106,0.1761,0.2169,0.6932,0.1818
4501,83,12.7068,4.8770,0.1812,0.3952,0.0994,0.1399,0.6747,0.1707
4502,88,10.6172,6.5428,nan,nan,0.1335,0.1711,0.1477,0.2955
4503,88,15.6114,8.1786,0.2294,0.2962,0.0398,0.0929,0.7045,0.2955
4504,88,17.6241,10.2392,0.1355,0.4863,0.0369,0.0725,0.5455,0.0000
4505,88,14.3739,5.8584,0.2688,nan,0.0341,0.0902,0.3182,0.0000
4506,88,17.3216,8.4436,0.2339,0.3735,0.0199,0.0718,0.5227,0.0227
4507,88,13.0449,4.3360,0.2553,0.1893,0.0852,0.1343,0.5341,0.1591
4508,88,16.1798,9.8446,nan,0.3004,0.0682,0.1095,0.6023,0.0682
4509,83,8.6341,3.8817,0.2992,0.3644,0.1265,0.1566,0.7349,0.0244
4510,78,6.2807,3.7244,0.5151,nan,0.2756,0.2893,0.2051,0.3333
4511,50,16.5322,6.9509,0.1880,0.2127,0.0400,0.0413,0.3600,0.0000
4512,72,3.1839,1.6459,0.2392,0.1526,0.5868,0.6177,0.4167,0.4722
4513,70,14.8644,8.5373,0.2836,nan,0.0250,0.0641,0.5571,0.0000
4514,88,12.4214,4.8838,nan,0.1375,0.0938,0.1389,0.5909,0.0455
4515,88,11.6391,4.6409,0.2065,0.0774,0.0909,0.1431,0.6591,0.0455
4516,72,12.9355,8.9385,0.9143,0.1309,0.0833,0.0870,0.2917,0.2500
4517,26,7.2460,3.6717,nan,nan,0.2115,0.0329,0.0000,0.0000
4518,88,22.9885,17.5459,nan,0.2251,0.0057,0.0369,0.4432,0.0000
4519,76,7.3569,3.0498,0.1884,0.2893,0.3553,0.3757,0.8289,0.1053
4520,74,9.1518,4.3508,0.1752,0.2719,0.1791,0.1851,0.7703,0.0000
4521,85,24.8630,19.0616,nan,nan,0.0294,0.0507,0.0353,0.0000
4522,88,11.4978,4.4260,0.6126,nan,0.1250,0.1682,0.5568,0.0000
4523,88,12.3537,6.8880,nan,0.2911,0.0767,0.1383,0.6250,0.0000
4524,88,13.1824,6.7979,nan,0.1956,0.0795,0.1144,0.6477,0.0227
4525,88,19.8475,11.8045,nan,nan,0.0767,0.1148,0.5114,0.1136
4526,53,13.9007,6.0901,nan,0.3922,0.2547,0.2158,0.3585,0.0000
4527,88,20.7240,18.3782,0.5017,0.3026,0.0227,0.0597,0.5795,0.0000
4528,88,19.5989,11.7849,0.5960,nan,0.0057,0.0485,0.5455,0.0000
4529,88,15.8847,6.7158,0.1892,0.2058,0.0682,0.1159,0.7045,0.0227
4530,88,18.0184,8.1239,0.6200,0.2627,0.0028,0.0504,0.4318,0.0227
4531,88,8.3748,4.3003,0.1930,nan,0.1818,0.2103,0.6591,0.2500
4532,60,14.5444,10.4970,1.4561,0.3868,0.0417,0.0577,0.3000,0.0000
4533,80,18.3768,10.4391,0.3057,0.1875,0.0344,0.0613,0.5500,0.0000
4534,77,15.3531,8.9669,0.8045,0.1644,0.0130,0.0584,0.5714,0.0263
4535,63,10.5232,5.6005,0.3122,0.5591,0.1468,0.1305,0.1746,0.0000
4536,81,14.5718,6.8445,0.4560,0.4817,0.0926,0.1298,0.5185,0.6250
4537,87,17.3679,8.6313,0.1894,0.2130,0.0977,0.1496,0.6322,0.0000
4538,88,15.4275,6.6506,nan,0.2436,0.0710,0.1126,0.5000,0.0227
4539,79,10.3075,4.4735,0.6644,0.5180,0.1266,0.1708,0.6835,0.1538
4540,62,10.1759,5.2281,0.6114,nan,0.1250,0.1180,0.4839,0.0000
4541,78,11.1048,6.7518,1.3399,nan,0.1474,0.1647,0.7821,0.0000
4542,88,24.6251,15.3655,0.8363,0.5432,0.0085,0.0410,0.6023,0.0000
4543,88,11.0285,5.2423,0.2450,0.2120,0.1080,0.1525,0.6932,0.0000
4544,59,13.2359,7.0728,1.2385,0.5094,0.0636,0.0748,0.4407,0.0000
4545,88,12.7901,4.6185,nan,0.3632,0.0653,0.1305,0.5909,0.0909
4546,88,18.1656,12.6852,0.6017,nan,0.0227,0.0646,0.5795,0.0682
4547,87,4.2861,1.5372,0.3477,nan,0.4397,0.5043,0.7816,0.0000
4548,88,14.2227,5.5361,nan,0.3231,0.0653,0.1156,0.6591,0.1591
4549,88,9.0028,4.7503,0.1723,0.1166,0.2301,0.2856,0.6023,0.0227
4550,88,13.4605,5.7988,0.3989,nan,0.1222,0.1715,0.5000,0.0000
4551,88,12.2074,4.6394,0.1978,nan,0.0824,0.1359,0.7045,0.0000
4552,72,14.8159,7.3083,1.7813,0.6003,0.0764,0.0992,0.4028,0.1111
4553,82,16.5397,8.3806,0.4278,0.9485,0.0274,0.0695,0.5244,0.0976
4554,82,7.4589,3.6425,0.2870,nan,0.2256,0.2561,0.8049,0.1220
4555,77,25.5175,16.0573,nan,0.8931,0.0065,0.0278,0.5974,0.0526
4556,88,8.5912,3.7420,0.3827,nan,0.1790,0.2167,0.8295,0.0227
4557,77,16.2394,9.9599,1.1132,nan,0.0097,0.0554,0.5455,0.0000
4558,26,16.3764,14.5701,0.6939,nan,0.0000,0.0050,0.1923,0.0000
4559,75,17.5644,11.3045,0.4165,nan,0.0133,0.0554,0.7333,0.0811
4560,89,14.4253,7.9372,0.3461,0.1876,0.0843,0.1238,0.6854,0.1136
4561,89,9.8252,6.3653,0.3696,0.6441,0.1742,0.2289,0.6180,0.0455
4562,89,8.1277,4.9582,0.2686,0.2172,0.2921,0.3459,0.6180,0.2727
4563,74,17.5371,11.5936,0.2915,0.2601,0.1014,0.1261,0.5946,0.0811
4564,89,17.2646,9.5256,0.2956,0.3876,0.0646,0.1153,0.7416,0.0000
4565,83,9.9073,4.6642,0.2841,nan,0.2018,0.2261,0.8434,0.0488
4566,84,19.1102,13.0513,0.1421,0.1441,0.0923,0.1311,0.4881,0.0000
4567,89,8.5266,3.7652,0.2778,nan,0.2303,0.2886,0.6180,0.0909
4568,84,15.6366,8.2493,nan,0.5241,0.0506,0.0938,0.6548,0.0238
4569,75,15.3035,10.0604,0.6336,nan,0.0433,0.1026,0.8667,0.0000
4570,78,6.7039,3.1778,0.6516,0.1948,0.3173,0.3441,0.3590,0.1795
4571,88,13.4024,6.4142,nan,nan,0.0682,0.1223,0.2386,0.0909
4572,78,10.5501,4.4261,0.7438,nan,0.1186,0.1379,0.8462,0.0000
4573,86,12.2181,6.3401,nan,nan,0.0436,0.0991,0.0581,0.0000
4574,89,10.1935,3.9532,nan,0.1426,0.1826,0.2358,0.6067,0.2045
4575,58,12.7659,7.5431,5.5432,nan,0.0560,0.0659,0.4655,0.0000
4576,89,16.5193,7.9719,0.2443,nan,0.0084,0.0598,0.5169,0.0000
4577,89,14.8416,8.3549,0.2285,0.2964,0.0730,0.1173,0.5955,0.0000
4578,85,15.1403,5.9136,0.1730,0.0842,0.0882,0.1084,0.5529,0.0476
4579,68,8.4345,4.9585,0.5789,nan,0.1838,0.1692,0.5294,0.0000
4580,89,10.8480,3.7804,0.4317,nan,0.2500,0.3046,0.5618,0.0682
4581,65,19.2160,15.8486,1.4782,nan,0.0423,0.0683,0.4154,0.0000
4582,89,7.3286,3.0933,0.2912,nan,0.3258,0.3846,0.5393,0.5000
4583,89,14.5142,8.9676,nan,0.2551,0.0449,0.0917,0.6180,0.0000
4584,76,19.3435,13.4587,1.0145,nan,0.0099,0.0388,0.6447,0.0789
4585,89,12.7574,7.5640,0.4100,0.1799,0.1152,0.1684,0.6404,0.0000
4586,89,13.6132,7.9057,0.5307,0.5251,0.0590,0.1106,0.6404,0.0000
4587,89,11.3885,4.5232,nan,nan,0.1348,0.1917,0.1461,0.0000
4588,89,6.6048,3.5523,0.1377,nan,0.3427,0.4257,0.6404,0.1136
4589,72,6.1765,2.7158,0.5015,0.3561,0.3160,0.3131,0.4583,0.0000
4590,29,2.2267,0.9610,nan,nan,0.6983,0.3701,0.0000,0.0000
4591,89,7.1977,3.5977,0.2525,nan,0.2163,0.2635,0.7528,0.1136
4592,89,13.1550,6.9705,nan,nan,0.0730,0.1201,0.5056,0.0909
4593,89,6.7303,4.0565,nan,0.1832,0.2893,0.3400,0.7528,0.5455
4594,80,5.3148,2.9316,0.3559,0.2663,0.3812,0.3973,0.4500,0.2500
4595,89,11.8952,5.1939,0.2702,nan,0.1096,0.1661,0.2247,0.0455
4596,89,13.8798,6.4862,nan,0.3757,0.0730,0.1295,0.6517,0.0000
4597,89,16.5944,6.9887,0.1844,0.2666,0.0618,0.1151,0.4382,0.0000
4598,89,8.3990,3.5932,nan,0.2033,0.2275,0.2680,0.7079,0.5000
4599,89,12.0216,6.3888,0.1947,nan,0.0393,0.1022,0.6517,0.0682
4600,50,15.0432,8.7556,nan,nan,0.0300,0.0437,0.0800,0.0000
4601,73,9.1626,3.1431,0.5314,0.2618,0.2158,0.2371,0.4384,0.0278
4602,89,17.3902,10.7458,nan,0.9971,0.0478,0.0932,0.6629,0.0000
4603,83,14.2899,7.4217,0.4327,0.4638,0.0422,0.0892,0.5904,0.0000
4604,87,10.1511,6.9820,0.1752,0.2822,0.1408,0.1897,0.7701,0.2558
4605,89,8.2129,3.9129,nan,nan,0.1601,0.2005,0.1573,0.1136
4606,89,22.4785,11.1196,0.2654,nan,0.0056,0.0494,0.8090,0.1364
4607,66,4.0589,1.7502,1.3050,nan,0.4280,0.3971,0.6667,0.1515
4608,76,15.7507,9.7109,0.2438,0.3292,0.0000,0.0479,0.2895,0.0000
4609,89,20.3662,13.8421,nan,0.1800,0.0197,0.0634,0.4494,0.6364
4610,80,11.1306,4.2005,0.6025,0.1197,0.1469,0.1772,0.6375,0.0500
4611,89,14.5096,7.2042,0.4008,0.2442,0.0197,0.0868,0.6966,0.0000
4612,89,16.1101,9.2415,0.4914,0.1897,0.0197,0.0682,0.5281,0.0000
4613,89,11.7289,5.9727,0.2354,0.1969,0.0955,0.1519,0.5506,0.0000
4614,89,28.2408,22.9258,nan,0.6251,0.0056,0.0385,0.4944,0.0000
4615,84,10.7496,5.9799,0.2260,0.9807,0.1190,0.1586,0.7619,0.0476
4616,63,6.8180,3.2878,0.4915,0.4909,0.3373,0.3073,0.4603,0.2581
4617,77,2.4487,0.7267,0.7507,nan,0.7338,0.7919,0.9091,0.0000
4618,89,14.2236,8.4570,0.3523,nan,0.0590,0.1047,0.5618,0.0000
4619,89,10.9875,3.6412,0.2059,0.3942,0.1742,0.2167,0.7865,0.1136
4620,89,3.8628,1.9515,0.2732,nan,0.4831,0.5434,0.8427,0.3636
4621,89,9.2630,3.8979,0.5581,nan,0.1966,0.2274,0.7303,0.0227
4622,89,16.5493,9.8023,0.3022,nan,0.0871,0.1217,0.6854,0.0000
4623,89,15.2959,6.9473,0.1667,0.1847,0.1067,0.1552,0.6180,0.0000
4624,83,11.2623,4.1063,0.4880,0.4172,0.0964,0.1408,0.7590,0.1463
4625,77,10.0578,5.3359,0.1495,0.9066,0.2143,0.2169,0.6364,0.1842
4626,89,41.6030,36.2346,nan,0.4847,0.0056,0.0177,0.3371,0.0000
4627,89,24.9341,15.6905,0.3580,nan,0.0056,0.0428,0.6292,0.1818
4628,89,13.1163,7.0506,0.8579,0.4297,0.1067,0.1502,0.6404,0.0000
4629,89,11.3502,4.1088,0.2311,nan,0.1208,0.1655,0.7640,0.0455
4630,89,9.7484,4.8587,0.1972,nan,0.1657,0.2136,0.7303,0.0909
4631,48,6.3112,2.1766,0.1288,0.2823,0.3438,0.2474,0.7708,0.2083
4632,69,5.5113,2.1109,0.4198,nan,0.4022,0.4150,0.7246,0.0000
4633,89,14.4420,4.1044,0.2192,nan,0.0871,0.1282,0.4157,0.1136
4634,89,14.2232,6.4975,0.0707,0.4890,0.0702,0.1027,0.7416,0.1136
4635,82,6.8325,2.4337,0.2191,nan,0.2622,0.3021,0.7561,0.0976
4636,89,18.9843,15.4513,0.5097,nan,0.0337,0.0748,0.5955,0.0909
4637,68,9.5573,3.8617,0.3701,0.2879,0.3272,0.3304,0.1618,0.1471
4638,83,14.2007,5.3111,0.3008,nan,0.0843,0.1316,0.8072,0.0000
4639,89,17.4076,8.6371,nan,0.3268,0.0478,0.0899,0.6404,0.0227
4640,89,26.3703,16.0687,1.3102,0.4964,0.0140,0.0393,0.2472,0.0000
4641,79,16.4495,11.1849,1.0307,0.4130,0.0918,0.1197,0.5443,0.0000
4642,89,7.6383,3.1661,0.2506,0.1305,0.2247,0.2677,0.6854,0.1591
4643,70,2.5139,1.1274,0.5888,nan,0.6500,0.6655,0.6714,0.0857
4644,82,10.4304,5.6689,1.0293,nan,0.1311,0.1519,0.6463,0.0976
4645,90,31.3773,25.2895,0.7478,0.3439,0.0000,0.0262,0.4333,0.0000
4646,81,9.9812,5.1912,nan,0.2861,0.1543,0.1998,0.3951,0.0000
4647,76,8.7875,4.0724,0.5390,nan,0.1283,0.1536,0.6053,0.0000
4648,69,11.9234,4.3882,0.7323,nan,0.1304,0.1460,0.4783,0.0588
4649,90,8.1202,3.8690,0.2593,nan,0.2250,0.2709,0.7556,0.1778
4650,90,8.7997,5.1975,0.5976,nan,0.1556,0.2013,0.6556,0.0444
4651,86,17.8599,8.0231,0.2044,0.3412,0.0436,0.0871,0.7093,0.0233
4652,69,8.4848,3.7996,nan,0.3412,0.2101,0.1986,0.4638,0.4118
4653,86,13.9061,8.9369,nan,nan,0.0669,0.1070,0.1279,0.0465
4654,90,17.0450,7.7090,0.3872,nan,0.0667,0.1093,0.7333,0.0444
4655,68,3.7412,2.2428,0.2104,nan,0.4743,0.4589,0.3971,0.3235
4656,58,14.3338,8.2040,0.3656,0.2151,0.0603,0.0734,0.1552,0.0345
4657,86,15.9215,8.3741,nan,0.1939,0.0349,0.0797,0.6860,0.1860
4658,78,12.0212,5.8744,nan,0.2017,0.1026,0.1402,0.1538,0.0256
4659,70,13.3613,4.8374,0.5029,0.1560,0.1250,0.1344,0.5571,0.0000
4660,56,8.5528,3.3647,nan,0.2174,0.2054,0.1513,0.5536,0.0000
4661,55,3.3714,1.8536,0.3290,nan,0.5773,0.5074,0.3636,0.1111
4662,90,10.5059,4.5093,0.2662,nan,0.1306,0.1886,0.4778,0.0444
4663,90,12.7050,8.9420,0.7801,nan,0.0861,0.1378,0.6222,0.0000
4664,90,21.3765,12.1863,0.3559,nan,0.0083,0.0469,0.4778,0.0889
4665,90,11.3759,4.8019,nan,nan,0.0500,0.1238,0.0444,0.2222
4666,90,11.8771,4.6544,0.3431,0.1823,0.0778,0.1306,0.6111,0.0222
4667,90,14.8636,7.2925,0.5195,0.4193,0.1222,0.1675,0.5333,0.0667
4668,90,17.8715,11.6928,0.4633,nan,0.0306,0.0727,0.6222,0.0000
4669,57,8.9488,3.6046,nan,nan,0.1404,0.1138,0.0351,0.2143
4670,79,10.6936,5.5522,2.8852,nan,0.1171,0.1427,0.8734,0.1538
4671,51,12.7717,6.0895,0.1457,nan,0.0784,0.0619,0.3137,0.0000
4672,66,2.9628,1.0955,0.5896,nan,0.5909,0.5805,0.6364,0.2121
4673,85,5.7304,2.6853,0.2111,nan,0.3000,0.3546,0.7529,0.0714
4674,90,18.3941,12.8437,nan,nan,0.0444,0.0928,0.2333,0.2889
4675,81,12.6580,6.6333,2.0533,nan,0.0648,0.1086,0.7037,0.0250
4676,76,29.6748,24.8988,1.2897,1.3064,0.0000,0.0207,0.3816,0.0000
4677,90,9.5791,5.2337,nan,0.3561,0.1472,0.1826,0.7444,0.0000
4678,90,17.0850,7.9348,nan,0.1770,0.0583,0.1034,0.7111,0.1333
4679,81,24.9346,13.1430,12.3422,nan,0.0000,0.0289,0.9630,0.0000
4680,90,17.0818,9.3243,0.1474,0.1960,0.0472,0.0988,0.4778,0.0444
4681,86,10.2890,3.9281,0.2358,0.2129,0.1686,0.2074,0.6395,0.0930
4682,74,5.7877,2.5294,0.4071,nan,0.3412,0.3495,0.5135,0.1892
4683,63,10.6846,6.3359,1.7920,0.5123,0.1230,0.1209,0.0635,0.0323
4684,90,12.6159,5.0051,0.2312,0.2430,0.1333,0.1805,0.7778,0.1778
4685,84,9.9588,5.5839,0.3136,0.5385,0.1429,0.1681,0.8095,0.6667
4686,90,10.6076,8.6952,nan,0.1326,0.1278,0.1903,0.4667,0.0000
4687,80,2.0329,0.7096,0.4579,nan,0.7125,0.7559,0.9875,0.0000
4688,71,19.2351,10.6926,0.5375,nan,0.0282,0.0492,0.7042,0.0000
4689,73,12.8990,6.2426,3.0829,0.1381,0.0685,0.1066,0.5753,0.0000
4690,70,11.9217,6.8188,1.3833,0.3185,0.1000,0.1324,0.0714,0.3143
4691,90,12.3088,5.7098,0.6048,0.1995,0.0972,0.1540,0.5556,0.0667
4692,77,17.8767,9.0463,0.6835,0.5432,0.0260,0.0569,0.5714,0.0263
4693,90,23.4021,14.2925,0.3187,nan,0.0000,0.0324,0.4778,0.0222
4694,90,20.2558,13.7402,0.1906,1.6782,0.0167,0.0456,0.5444,0.0000
4695,90,18.0954,11.0860,0.3555,0.7247,0.0417,0.0817,0.4333,0.1333
4696,62,17.3428,8.9347,0.8962,nan,0.0161,0.0496,0.5000,0.0645
4697,90,14.6162,5.0369,0.2586,nan,0.2194,0.2752,0.6444,0.0889
4698,73,6.2236,3.0300,0.5530,0.1592,0.3288,0.3312,0.2877,0.1111
4699,90,14.6919,7.2093,0.1954,0.4007,0.0778,0.1266,0.6556,0.0000
4700,90,19.1245,14.0678,3.2568,nan,0.0444,0.0859,0.4333,0.0000
4701,86,17.8953,10.6556,0.5063,nan,0.0378,0.0737,0.7326,0.0000
4702,90,18.4649,8.1965,0.5778,nan,0.0500,0.1072,0.6667,0.0000
4703,90,5.7250,2.9779,0.2547,nan,0.3500,0.4130,0.6000,0.2889
4704,71,14.2413,7.9628,0.2299,nan,0.0352,0.0804,0.7183,0.0857
4705,74,9.8932,4.6008,1.1863,nan,0.1250,0.1501,0.7162,0.0000
4706,90,11.9033,5.6062,0.5100,0.2296,0.1722,0.2095,0.6111,0.1778
4707,90,6.4899,2.8633,0.1273,0.2553,0.3000,0.3369,0.6556,0.0667
4708,78,8.2397,4.1312,0.5581,nan,0.2083,0.2138,0.7436,0.0769
4709,90,12.3651,5.2813,nan,0.2256,0.1333,0.1857,0.7333,0.1111
4710,90,10.4469,4.3504,0.1245,2.9848,0.1417,0.1925,0.7444,0.2889
4711,86,14.3636,6.7052,0.3179,nan,0.0407,0.0895,0.7209,0.0000
4712,81,11.0779,4.4139,nan,0.4093,0.1327,0.1734,0.5802,0.0000
4713,90,12.9125,6.0055,nan,0.1882,0.1333,0.1789,0.5889,0.0222
4714,83,11.9885,6.0434,1.7685,0.2103,0.0904,0.1241,0.6867,0.0244
4715,66,8.0254,4.9294,0.1451,nan,0.2576,0.2408,0.6667,0.1515
4716,90,13.4854,6.4287,0.4531,0.4659,0.0778,0.1313,0.5111,0.0667
4717,90,12.7534,7.4797,0.1688,0.3357,0.1194,0.1712,0.6444,0.2889
4718,90,11.2620,5.4740,0.1795,0.2381,0.0917,0.1384,0.6222,0.0000
4719,90,7.7616,3.1139,0.3318,0.1389,0.2056,0.2470,0.7111,0.2222
4720,89,17.2045,9.5103,0.2390,0.2663,0.0506,0.0927,0.7528,0.0000
